9	3	0	3	3	0	3	3	0	0
3	10	0	14	0	0	62	18	3	0
0	16	0	3	10	0	37	16	0	0
0	0	0	0	0	0	0	6	0	3
0	0	0	8	0	0	0	4	6	0
0	0	0	5	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2
0	0	4	0	0	0	0	3	0	0
0	0	0	12	0	0	0	0	19	3
0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	6	4	0	0	0
2	7	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	2	0	0	0
0	0	3	0	0	0	0	0	0	0
