0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
0	0	8	0	0	0	0	0	0	0	2	0	0	0	2	0	66	0	0	0	0	0
0	0	0	0	0	0	0	0	9	0	10	41	0	0	0	0	0	0	0	0	0	0
2	0	37	0	0	0	0	5	11	0	2	0	103	0	1193	0	0	3	0	0	4	3
0	0	0	0	0	0	0	0	8	0	3	0	0	251	6	0	0	0	0	0	0	0
142	3	13	0	0	0	0	16	20	0	14	0	0	0	22	0	0	0	0	0	1041	0
0	0	3	185	0	0	0	4	8	0	2	0	0	0	4	0	0	0	0	0	2	0
0	0	6	4	0	0	0	0	0	0	0	0	2	0	51	0	5	15	0	0	0	22
19	0	113	2	0	0	0	7	0	0	0	0	10	0	305	0	0	22	0	0	2	59
0	0	5	2	0	0	0	0	7	0	2	0	3	0	65	0	0	70	0	0	0	36
5	0	18	0	0	0	0	6	0	3	0	0	0	0	128	0	0	35	0	0	0	96
0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	8	0	0	0	4
0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	8151	553	0	8324	0	0	0	3	0	2	0	0	0	2	0
0	0	0	0	438	0	0	3	89	0	7	285	0	0	3	0	0	0	15	0	0	0
0	0	0	0	16	0	0	3	0	0	0	36	0	0	0	0	0	0	13	0	0	0
0	0	0	0	0	0	17	0	0	604	2	0	0	0	0	0	0	0	0	0	0	0
