0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	54	3	141	9	0	0	2	0	37	0	0	0	0	0	0	0	3	2	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	57	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	17	5	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	11	0	0	0	0	20	0	0	0	0	0	0	0	0
0	5	328	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	28	8	0	3	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
2	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
0	0	0	0	0	0	0	4	0	0	0	0	4	0	43	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
0	0	0	0	5	0	0	2	0	0	0	0	7	0	119	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	166	0	0	0	0
0	14	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	69	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	11	121	0	0	0	58	0	0	101	0	165	26	2	0	0	0	0	0	0	0	0	0	2	0	0	3	12	16	8	619	1305	0	2198
0	0	0	64	730	0	0	42	0	0	0	0	0	19	0	0	0	0	2	6	63	0	0	0	4	56	0	0	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7
