0	5	40	7	0	72	0	0	0	0	3	5	0	0	7	0	0	0	7	0	0	0	2	0	0
0	11	3	3	0	33	0	6	3	0	16	5	9	7	32	3	0	0	24	0	0	2	189	2	0
0	26	15	15	7	47	0	0	3	0	0	0	2	0	2	0	0	4	10	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	68	39110	0	8	14	0	0	0	0	0	0	0	0	278	2	0	0	619
0	2	3	253	6	62	7	0	6	0	2	147	5	6	46	0	2	6	5	0	0	0	15	2	0
3	0	0	0	0	0	5	0	0	2	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2	0	0	0
