0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
6	0	5	0	31	0	0	0	0	35	27	0	0	0	9	2	84	0	28	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
80	0	6	0	1210	9	0	0	0	580	39	0	0	0	49	5	42	22	473	0	0	0	12	0	0	0	0	0	0	0	23	14	5	21	0
69	0	0	0	493	16	0	0	0	335	43	0	11	2	23	0	38	16	284	4	0	0	16	3	0	8	0	0	0	0	39	5	3	11	0
20	0	38	0	49	0	0	0	0	14	72	0	0	0	12	0	0	4	8	391	0	0	0	0	0	0	0	0	0	0	0	65	4	0	0
3409	0	49	0	1945	0	3	0	0	6548	239	2	134	0	348	12	62	578	1433	21	0	0	8	4	0	2	8	0	0	3	304	268	246	378	0
49	0	0	0	26	0	0	0	0	82	2	0	5	0	15	0	0	7	21	0	0	0	0	0	0	0	0	0	0	0	2	6	13	10	0
0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	5	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	5	0	28	0	0	0	0	41	0	0	3	0	9	0	0	15	18	0	0	0	0	0	0	0	0	0	0	0	5	2	19	0	0
175	0	311	0	439	16	0	0	0	574	200	0	8	0	154	5	3	91	198	14	0	0	24	3	0	0	0	0	0	0	54	23	54	15	0
0	0	12	0	5	0	0	0	0	17	18	0	0	0	6	0	0	4	11	2	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0
0	0	2	0	2	0	0	0	0	4	5	0	0	0	0	209	10	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	0	2	7	0	0	0	0	4	6	27	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0
4	0	0	0	9	0	0	0	0	2	6	0	0	0	0	4	0	0	2	6	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	163
9	0	0	0	62	2	0	0	0	106	7	0	18	0	18	0	0	18	49	0	0	0	0	0	0	0	0	0	0	0	26	0	3	0	0
0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	0	9	0	138	6	4	0	0	227	22	4	1833	0	569	0	3	13	63	2	0	0	0	0	0	3	0	0	0	2	2793	20	16	10	0
4	0	0	0	10	0	0	0	0	24	4	0	203	0	25	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	404	0	2	0	0
0	0	0	136	0	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0	504	0	0	0	0	0	0	0
0	0	0	447	0	0	0	102	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	189	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	218	44	34	0	0	85	54	0	27	0	71	0	0	3	3	0	0	0	0	0	0	0	0	0	0	268	29	0	0	4	0
