0	0	3	0	0	4	6	0	13	0	0	0	0	3	0	27	4	0	0	6	0	0	0	0	0	0	3	4	15	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8	2	0	5	0	0	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	20	0	0
0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2	0	0
0	0	3	2	19	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	30	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	51	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	75	70	0	0	0	0	2	713	3	160	0	0	0	0	0	0	27	0	0	3	0	49	0	22	8	0	1970	43	2	21
0	3	211	85	0	0	0	2	1306	3	159	0	0	0	0	0	0	0	0	0	0	0	0	0	21	7	0	358	3627	0	0
0	0	140	2	0	0	0	72	40	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	17	6	0	176	85	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	10	0	0	0	0	0	0	0	0	0	0	0
0	166	16884	1569	0	3111	0	49	9081	137	293	0	0	0	0	2	0	177	0	0	61	3	629	7	301	272	5	2942	209046	335	3287
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	2	0	0
0	1309	2	0	0	9	6	0	25	0	0	0	0	0	0	0	0	627	0	0	139	0	0	0	0	0	0	30	240	9	2
