35	3	24	70	95	2	0	7	2	101	0	8	9	0	0	0	2	2
0	0	0	0	2	0	0	6	0	0	3	2	0	34	0	0	0	0
9	0	49	0	11	0	0	0	16	26	21	13	0	0	3	0	0	0
4	0	4	0	2	0	0	0	0	8	18	2	0	0	0	0	0	0
0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	149	6	38	0	0	2	0	0	0	13	0	0
