5	0	0	0	0	0	12	0	8	0	0	11	5	3	0	3	0	7	0	0	74	0
5	0	5	0	0	3	25	0	14	0	0	20	8	8	0	11	3	31	0	0	158	0
0	0	2	0	0	0	15	0	4	0	0	0	4	4	0	2	0	0	0	0	0	0
22	0	119	11	0	0	303	0	32	2	3	54	206	184	0	76	11	43	0	0	22	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	7	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0
0	2	3	0	0	0	6	0	0	0	0	2	0	3	23	0	0	6	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
41	0	210	0	0	10	1596	0	173	10	5	36	105	207	0	295	24	165	0	12	12	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	4	0
0	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	6	0	2
8	0	0	0	0	0	8	0	6	0	0	9	3	4	0	3	0	3	0	0	2	0
0	0	0	0	0	0	6	2	0	0	0	11	0	0	0	2	0	0	0	30	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2	0	0	0	403	0	0	0	0	12	0	2	0	0	0	92	17	46	0	0	0	0
