0	0	0	0	0	0	0	0	0	0	0	23	1956	3	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0	20	593	0	21	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	12	0	0
0	0	0	0	0	0	202	0	0	0	0	54	207	0	179	42	0	0	0	0	0	9	2	30	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	182	68	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	66	16	9	44	10	3	0	43	99	71	178	25	2	5368	0	0	0	22	29	0	0	3	65	31	0	4	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	14	9	0	0	0	0	0	0	0	0	95	0
0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
