0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
12	0	0	5	0	0	0	0	83	0	0	0	0	13	6	12	0	0	0	9	11	12	0	0	0	2	0	0	0	0	11	0	0	0
136	3	2	97	0	0	0	11	395	0	0	0	0	22	0	3	0	0	0	4	93	756	0	0	2	3	4	0	3	10	4	0	0	0
9	0	0	0	0	0	0	0	14	0	0	3	0	4	0	0	0	0	0	2	3	7	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0
96	5	0	4	0	2	5	2	107	0	0	0	0	15	11	34	0	0	2	73	9	12	3	0	0	0	0	0	58	0	0	42	0	0
0	0	0	0	2	0	0	0	0	0	0	0	2	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
11	0	0	4	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	3	7	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	24	0	13	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	34	105	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	38	0	2	0	0
0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0
7	0	0	0	0	0	0	0	31	0	0	0	0	8	0	12	0	0	18	15	0	15	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	19	0	0	0	0	0	3	4	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
16	11	0	0	0	0	0	0	205	0	0	0	0	5	22	19	0	0	10	21	12	28	0	0	0	0	12	0	8	0	0	3	0	0
3	0	0	0	0	0	0	0	14	0	0	0	0	4	2	5	0	0	6	3	0	15	0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	19	0	0	0	0	58	0	6	0	0	0	0	0	4	0	0	0	3	0	0	47	0	0	0	0	0
0	0	0	0	0	0	6	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	0	0	26	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7	0	0	0	0	0	0	0	11	0	0	0	0	2	7	25	0	50	0	4	13	0	0	0	0	3	0	0	6	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	4	0	0	2	4	60	0	0	0	0	105	7	11	0	0	2	11	11	7	0	0	0	0	0	0	371	0	2	0	0	0
0	0	0	0	0	0	9	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	0
7	0	0	0	0	0	0	0	74	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	18	0	0	0	0	0
