0	3	122	0	0	110	21	6	6	4	187	3	3	0	125	2	20	59	0	2	0
0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	3	0	0	0
2	0	6	2	0	6	0	2	0	0	4	0	0	0	0	2	0	9	2	0	3
0	0	0	4	0	0	6	0	0	0	0	0	56	2	6	0	0	4	0	0	0
0	0	0	0	0	0	5	2	0	0	2	0	0	0	0	0	0	0	0	2	3
3	2	13	0	0	2	0	0	3	2	202	9	0	0	5	0	0	2	0	0	0
0	0	0	0	0	0	2	0	84	0	0	0	0	0	5	0	4	3	0	0	0
0	0	24	0	0	206	21	0	9	3	58	78	26	2	165	0	127	12	2	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
