"topology"	"topology_equi"	"topology_prop"	"rows"	"cols"	"nint"	"connectance"	"interaction_type"	"NODF"	"equi_null_mean"	"equi_null_sd"	"equi_z"	"prop_null_mean"	"prop_null_sd"	"prop_z"	"equi_ci_up"	"equi_ci_down"	"prop_ci_up"	"prop_ci_down"	"modularity"	"nmod"	"equi_null_mean"	"equi_null_sd"	"equi_z"	"equi_null_ci_up"	"equi_null_ci_down"	"prop_null_mean"	"prop_null_sd"	"prop_z"	"prop_null_ci_up"	"prop_null_ci_down"	"NODF_SM"	"equi_null_SM_mean"	"equi_null_SM_sd"	"equi_SM_z"	"equi_SM_ci_up"	"equi_SM_ci_down"	"prop_null_SM_mean"	"prop_null_SM_sd"	"prop_SM_z"	"prop_SM_ci_up"	"prop_SM_ci_down"	"NODF_DM"	"equi_null_DM_mean"	"equi_null_DM_sd"	"equi_DM_z"	"equi_DM_ci_up"	"equi_DM_ci_down"	"prop_null_DM_mean"	"prop_null_DM_sd"	"prop_DM_z"	"prop_DM_ci_up"	"prop_DM_ci_down"	"nodf_equi_sig"	"mod_equi_sig"	"nodf_equi_SM_sig"	"nodf_equi_DM_sig"	"nodf_prop_sig"	"mod_prop_sig"	"nodf_prop_SM_sig"	"nodf_prop_DM_sig"	"mean_equi_nullconnec"	"mean_equi_nullconnec_P"	"sd_equi_nullconnec"	"mean_prop_nullconnec"	"mean_prop_nullconnec_P"	"sd_prop_nullconnec"
"TP-022"	"nested"	"nested"	"nested"	13	14	52	0.285714285714286	"pollin"	51.8737672583826	28.7189952904239	3.21100013242258	7.21107786142922	39.8448322129641	4.73885556075444	2.538362879223	34.0355029585799	23.0552268244576	49.6097492251338	31.4082840236686	0.334319526627219	4	0.368417159763314	0.0186672596631579	-1.82660089115225	0.406508875739645	0.333727810650888	0.33766201746971	0.0151579443083457	-0.220510827490669	0.372189349112426	0.308949704142012	66.3257575757576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.7866666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.285714285714286	1	0	0.285714285714286	1	0
"TP-023"	"compound"	"nested"	"pure modular"	179	26	412	0.0885259991405243	"pollin"	21.9769106927802	9.01515912880176	0.274969035571012	47.1389497986985	17.955255485431	1.25863364875889	3.19525479977032	9.4499907256943	8.48119606509678	21.0103709551137	15.7616058572717	0.443273399943441	6	0.44728307950572	0.00507166274806771	-0.790604533751129	0.457557262701479	0.438990479781317	0.423736865374861	0.00487088492899395	4.01087992292511	0.432314544254878	0.415409086624563	33.8351511802963	26.5355384189791	0.790639479795577	9.23254270480461	27.9953387752384	24.982004591689	36.8062660006328	1.61489878057106	-1.8398148887609	40.1857942259635	33.7339335722653	18.8687259190338	10.8822120972174	0.245690733301788	32.5063697539066	11.3125214922386	10.5040559774851	15.8536068989677	0.908177890122647	3.319965232427	17.7452895753189	14.1799120714899	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0885259991405243	1	0	0.0885259991405243	1	0
"TP-024"	"nested"	"nested"	"nested"	86	29	184	0.0737770649558941	"pollin"	26.5094733169099	7.2843370121486	0.497588670767533	38.6366037536716	20.2027599627409	1.6377579284865	3.85082144587583	8.14029573534622	6.34781096219166	23.6274254165395	17.0846149872145	0.483813799621928	8	0.532050589612027	0.00973723798492081	-4.95384728860475	0.551689508506617	0.513315217391305	0.477866482131605	0.0106856206485962	0.556572021963378	0.50148865784499	0.460249291115312	48.1111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8739847928571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.0737770649558941	1	0	0.0737770649558941	1	0
"TP-025"	"pure modular"	"nested"	"pure modular"	840	112	1876	0.0199404761904762	"pollin"	7.40221347462241	2.03857262349188	0.0309417029512769	173.346659670818	6.41663448245909	0.218286613681644	4.515068402686	2.08915815190057	1.97105756602181	6.80484150499488	5.96709073973376	0.441343579089021	99	0.44275106885831	0.00159484525876517	-0.882524346204422	0.446301560276594	0.440406140179396	0.435099842374655	0.000654924105982792	9.53352710234532	0.436463168470775	0.434050354381004	26.15989024473	27.9328981326872	0.373765179095214	-4.74364116060569	28.5136338379971	27.2200651409565	28.2654089904766	0.399893273834813	-5.26520170133286	28.9422779655493	27.4428228210159	6.95644875053836	6.89327613757763	0.0157844690153971	4.00220070115172	6.92053298497231	6.86542165465035	6.92481973531418	0.0158293515706585	1.99812450200468	6.95382736918533	6.89695499789759	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0199404761904762	1	0	0.0199404761904762	1	0
"TP-026"	"nested"	"nested"	"nested"	91	41	281	0.0753149289734656	"pollin"	17.2073594294909	7.71754777219099	0.391040112375742	24.2681284015727	14.5897957635735	0.811297764085314	3.22639082935057	8.45743542091457	6.99820850563475	15.8678390502907	12.8322291733206	0.409100695279949	15	0.451540935519102	0.00985369877344326	-4.30703649613625	0.472678917440256	0.437714821240866	0.41429542372033	0.00945945157759354	-0.549157464126761	0.437124656475982	0.401180329529768	55.6164736164736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.0805448532129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.0753149289734656	1	0	0.0753149289734656	1	0
"TP-027"	"compound"	"nested"	"pure modular"	314	113	769	0.0216729609379404	"pollin"	8.7405788610997	2.19015363296274	0.06517466663584	100.505695943749	6.78706944573173	0.407484314254907	4.79407267231867	2.33592713571621	2.06605721584358	7.53939406209141	6.06298840495562	0.494653857795835	16	0.513474526598493	0.00549927863555039	-3.42238865312084	0.52619296842369	0.502218103662572	0.479797087928167	0.00472626470816659	3.14344853389116	0.488717044242014	0.471489327162266	21.6465144791382	13.0514820201192	0.549680142995308	15.6364252348339	14.0680943840668	12.0733069036346	26.0880118668709	1.30289313732603	-3.40894986740672	28.3879310549631	23.57897935461	7.75457659982093	3.01074796234697	0.0469870637388608	100.960312477465	3.11501469311903	2.93836489024879	6.59532869942716	0.208796432096817	5.55204841745685	7.0633919283942	6.21356140231047	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0216729609379404	1	0	0.0216729609379404	1	0
"TP-028"	"nested"	"nested"	"nested"	187	64	430	0.0359291443850267	"pollin"	9.76145282881281	3.59750260255233	0.122987425064465	50.1185403550777	8.05369848012399	0.45455109669083	3.75701293236648	3.86661472362508	3.39784207994132	8.85199652665649	7.2104255371504	0.497241752298539	21	0.523737979345335	0.00610625398725518	-4.3391950452927	0.534774472687941	0.513279610600325	0.495126323109016	0.00690744606822118	0.306253450063861	0.508753921038399	0.48254299621417	42.3000276151587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.38869850864528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.0359291443850267	1	0	0.0359291443850267	1	0
"TP-029"	"pure modular"	"nested"	"pure modular"	679	91	1193	0.019307643755361	"pollin"	7.50548084772285	1.81849216717857	0.0305386484111884	186.222671153343	7.27385910693537	0.452821539387677	0.511507780969711	1.88180464468479	1.76077199324319	8.16045427630749	6.61570317504515	0.549813138811269	74	0.559267931197931	0.00080550210828967	-11.7377624333429	0.561289837547751	0.558818449898788	0.546358949538295	0.00141500078401498	2.44112180855019	0.548940066003911	0.543638955657092	11.0315342087852	11.7170209598523	0.177944491684874	-3.85225046629196	11.9772651662125	11.3354397257765	11.9305563639835	0.169125085530277	-5.31572328480748	12.2346188495023	11.6071718270478	7.30272287155376	7.1742910766725	0.0211961772971529	6.05919610318162	7.21272419751607	7.1286461991666	7.22005187253109	0.0186864604149295	4.42411228167177	7.25478262581098	7.18417429850695	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	0.019307643755361	1	0	0.019307643755361	1	0
"TP-030"	"compound"	"nested"	"pure modular"	356	90	865	0.0269975031210986	"pollin"	7.35818802546365	2.77404027276814	0.0760418640026075	60.2845263306318	6.37068968942829	0.335581555514317	2.94264782974116	2.92742800125133	2.64144298087672	7.03890170772202	5.77572448035992	0.492160780513877	13	0.482471232711065	0.00469353559122215	2.0644453662892	0.49294717498079	0.474179825587223	0.457238422997915	0.00381774918587503	9.14736820458736	0.46421303752213	0.449248020314739	21.7433776019613	15.1329641984937	0.394846768089369	16.7417184024447	15.8853059566967	14.3957157774926	22.3078368275477	1.14225665246738	-0.494161469199669	25.0358895505436	20.4863664889236	5.52912257230837	3.13089108841581	0.067436468144678	35.5628275008027	3.26708491470816	3.00198946568308	4.92294778886667	0.189740463824395	3.19475757159903	5.27568573032032	4.55687221763197	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0269975031210986	1	0	0.0269975031210986	1	0
"TP-031"	"compound"	"nested"	"compound"	115	32	312	0.0847826086956522	"pollin"	35.0765357862921	8.74733596561956	0.347428671257293	75.7830369191784	24.455266177503	1.90776027365327	5.5674026529811	9.43369773659386	8.00543413314651	28.7725211192751	21.0702383220629	0.437787639710715	5	0.440051579474656	0.00725579931962558	-0.312017968553449	0.455606919789612	0.428038708086785	0.386932058326289	0.00630744140907757	8.06279092996979	0.400472550953319	0.376723783694937	45.9415143465323	25.8295062041169	1.30815173074585	15.3743695549357	28.3650354883684	23.4227099047333	40.9313942664322	1.8662465461864	2.68459710767478	43.9588893153955	37.1066109145819	31.6939852730241	16.7011595488099	0.353673242325366	42.3917444973724	17.4067150154832	16.0661398989769	29.4430306025802	0.781942817604354	2.87866915555309	30.6576238574495	27.8606203491422	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0847826086956522	1	0	0.0847826086956522	1	0
"TP-032"	"nested"	"nested"	"nested"	54	105	204	0.035978835978836	"pollin"	25.1322939786153	3.30545510904986	0.193665502066749	112.703804428951	17.8775328045069	1.94002217700495	3.73952486734376	3.68914595296833	2.98897112175301	21.5825535660103	14.8188905514317	0.566584967320262	11	0.633870214752566	0.0107045782337004	-6.28565142533827	0.655521914648211	0.616306228373701	0.577379350432982	0.0102958788824486	-1.04841784134836	0.596179354094579	0.556286043829296	7.6438913058983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.2986750247389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.035978835978836	1	0	0.035978835978836	1	0
"TP-033"	"nested"	"nested"	"unstructured"	18	11	38	0.191919191919192	"pollin"	32.0673076923077	17.7748778998779	2.6139542883251	5.46774282024179	26.268562125705	4.17268176367081	1.38969274318716	23.238782051282	13.5817307692308	33.040293040293	18.2692307692308	0.478531855955679	6	0.503060282284659	0.0198411876031008	-1.23623781094369	0.537257617728532	0.469113573407202	0.480240073868883	0.0193915488125499	-0.0880908446105423	0.518698060941828	0.443490304709141	75.1724137931034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.0837988826816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	0.191919191919192	1	0	0.191919191919192	1	0
"TP-034"	"nested"	"nested"	"nested"	82	28	250	0.108885017421603	"pollin"	22.1664165691168	11.4489140244074	0.569321772643192	18.8250354363776	18.8846971192965	1.35584674731823	2.42042063847655	12.4437549324005	10.3842477999007	21.2630613001126	16.0691666221717	0.385535999999999	6	0.4154944	0.00808229079483706	-3.7066718781188	0.4315072	0.4011104	0.385471085714286	0.00828094467403962	0.00783899521956247	0.4027072	0.3692224	42.8759687389129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.2284032704201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.108885017421603	1	0	0.108885017421603	1	0
"TP-035"	"nested"	"nested"	"nested"	55	29	145	0.0909090909090909	"pollin"	30.4021742805177	9.26567665670181	0.660310636197714	32.0099305768066	21.6125718001911	1.88239995466425	4.66935969614082	10.4969403943492	7.759462113772	25.4088738102487	18.5081254018324	0.441617122473246	7	0.501415774871185	0.0118523142074715	-5.04531447202469	0.52873246135553	0.48292033293698	0.448770058320593	0.0107581002967215	-0.664888377135425	0.47164803804994	0.427919143876337	56.252165147514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.5085596572687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.0909090909090909	1	0	0.0909090909090909	1	0
"TP-036"	"nested"	"nested"	"unstructured"	42	8	79	0.235119047619048	"pollin"	28.314729889533	22.2584338679871	1.69599204871387	3.57094599950431	27.9910621532757	2.42366112340808	0.133544963498104	25.7976839433532	19.2085592198078	32.9881373338244	24.3607779547037	0.439512898573947	6	0.451591243771984	0.0133409689009757	-0.90535742101565	0.481204935106553	0.430956577471559	0.4327633697286	0.0135922639075333	0.496571350531685	0.455792340970998	0.405319660310848	64.9904214559387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.389456697149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	0.235119047619048	1	0	0.235119047619048	1	0
"TP-037"	"nested"	"nested"	"unstructured"	40	10	72	0.18	"pollin"	23.1632996632997	16.6979903758259	1.50162064074763	4.30555435376463	21.8853651457522	2.46829476300558	0.517739832657321	19.8512361712362	14.1538143338143	27.6840437993379	17.8368446368446	0.470100308641976	7	0.510800631981188	0.0143043500730897	-2.84531091110389	0.539969135802469	0.485108024691358	0.491453556731335	0.0144946754020472	-1.47317877062242	0.520100308641975	0.466628086419753	51.7366946778711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.3471041863393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	0.18	1	0	0.18	1	0
"TP-038"	"nested"	"nested"	"unstructured"	12	10	30	0.25	"pollin"	35.960960960961	23.1999141999142	3.97575419162289	3.20971723753317	32.3665093665094	5.47560891559626	0.656447830708555	30.960960960961	15.4204204204204	42.6516516516516	24.2042042042042	0.444444444444445	4	0.450677248677249	0.0227613528637973	-0.273832766887845	0.506444444444444	0.412222222222222	0.431407407407407	0.0225063390177021	0.579260670817361	0.476	0.394	69.4444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.7241379310345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	0.25	1	0	0.25	1	0
"TP-039"	"nested"	"nested"	"nested"	36	61	178	0.0810564663023679	"pollin"	25.7421533822746	8.23236542461281	0.591854939499126	29.5845937730619	18.1858446286416	2.12448217081544	3.55677673243671	9.28981481481481	7.03896631823461	22.5558878564976	14.3552673049624	0.46020073223078	10	0.490856132883656	0.011097849787149	-2.7622828963115	0.511040272692843	0.469795480368641	0.447539391971914	0.0122135553168296	1.03666294788208	0.472175230400203	0.425735386946093	45.4229989868288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1939447227317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.0810564663023679	1	0	0.0810564663023679	1	0
"TP-040"	"compound"	"compound"	"compound"	666	131	2933	0.0336175870527016	"pollin"	9.17096436275865	3.61669834952545	0.0437465237858399	126.96473988251	7.66193212565378	0.195606291818754	7.71464058274321	3.6973178572868	3.52751856161899	8.00135313333989	7.32273759332211	0.345452926472791	69	0.262729517114452	0.00350086690856743	23.6294070922536	0.270216910477886	0.256975068494711	0.227259446157302	0.0021741018952394	54.3642782218693	0.232005062720801	0.222956448999818	36.9172931296383	22.496751403863	0.368677371899341	39.1142576814086	23.1412167951855	21.6741982420323	32.4602310029043	0.759642617633582	5.86731447561299	34.1277358694691	31.1872813967348	7.99906957539546	7.08175342256161	0.0205957364529591	44.5391285195851	7.11996885821145	7.0460335632934	7.63953311974409	0.0461927959620907	7.78338804056011	7.73049800003855	7.55493250493434	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0336175870527016	1	0	0.0336175870527016	1	0
"TP-041"	"compound"	"nested"	"pure modular"	60	18	120	0.111111111111111	"pollin"	13.9433691344768	10.6280610256912	0.787935036275463	4.20759067201389	13.8302383122604	1.04527766670222	0.108230402141136	12.2015058091501	9.13098333457148	16.1797625151759	12.2070755846107	0.540069444444445	7	0.526984126984127	0.0116705049439731	1.12122976024916	0.550722222222222	0.50775	0.511060846560847	0.0115987395018248	2.50101296602393	0.538277777777778	0.491819444444445	45.6695688225539	38.0752952922463	2.25188313248472	3.37241014897969	42.4905828002843	33.1949478796494	43.261172877111	2.89619515630809	0.831572396009718	48.9518479033404	37.1792821606254	8.80583347501776	6.79573792469779	0.414247463838645	4.85240279250794	7.71887541796907	6.16069630269026	7.92343439581247	0.604871295266346	1.45882121719256	9.15560307433419	6.94953244137534	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0.111111111111111	1	0	0.111111111111111	1	0
"TP-042"	"compound"	"nested"	"pure modular"	138	41	373	0.0659243548957229	"pollin"	16.5556819867104	6.84684232548934	0.259835270520213	37.3653647627709	13.5042842448259	0.910378840522268	3.35178895429287	7.34524931356431	6.34246200385595	15.4235938515469	11.8228480225062	0.446233351781441	8	0.450516735239546	0.00688669558471851	-0.621979497338401	0.464764355382415	0.438847400613819	0.420863610989322	0.0067857427233964	3.73868297491547	0.434445730221593	0.40967734979767	35.4728084952543	23.9317345071376	0.915444356076446	12.6070731787362	25.7163811177287	22.1575581709077	35.6193350516652	1.86590772631091	-0.0785282971632005	39.3334272780437	32.6869969212652	13.2223344143896	6.86275779297067	0.213339408528716	29.8096665087686	7.31871376858709	6.49312645320729	10.5621687454299	0.635166115903951	4.18814165672843	11.7930941077467	9.45586683192928	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0659243548957229	1	0	0.0659243548957229	1	0
"TP-043"	"compound"	"nested"	"compound"	118	49	346	0.0598408855067451	"pollin"	15.7720749576541	6.18167977499932	0.25383668396117	37.7817541302339	12.2609371652944	0.854288706553853	4.11001312018205	6.70836270632037	5.77482131269729	13.8314841627133	10.659259659074	0.459454041230914	8	0.462087177749245	0.00734883533271448	-0.358306643041772	0.475485315246084	0.449194760934211	0.427561498721577	0.00738463484710718	4.31877041582222	0.442258344749239	0.414800026729927	29.1583122676451	17.562588349491	0.883738222925255	13.121220308624	19.2301313847554	16.029585249092	26.3136488331584	1.29524480838426	2.19623612159873	28.5581910673084	23.7233648260813	13.4870456066659	7.8809726609672	0.230760422518596	24.2939100410383	8.26891530115701	7.46065885352179	12.7446056814643	0.666916499295417	1.11324270127676	14.2344332364108	11.5360275608364	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	0.0598408855067451	1	0	0.0598408855067451	1	0
"TP-044"	"compound"	"compound"	"pure modular"	49	48	156	0.0663265306122449	"pollin"	12.3364579093746	6.49466126149534	0.52224739310436	11.1858799584508	11.6649519657022	1.11317712554888	0.603233688745857	7.45250496031746	5.61183449074074	13.9126260747354	9.70703125	0.595332018408942	11	0.535782771359694	0.011676823376318	5.09978143285276	0.559746877054569	0.516313280736357	0.506760511568204	0.0126375404790813	7.00860321574034	0.535108481262327	0.483390861275476	58.3603473303044	37.9348604140143	2.83279851100578	7.21035641502018	43.1183663737312	33.4658355473806	50.8593030490639	3.65422244482722	2.05270598451352	58.7343457686805	44.281406719175	7.15849256167943	4.5742779111752	0.276035644172646	9.36188751365725	5.15475998865665	4.10312478443816	6.27763240262378	0.421764599522038	2.08851136404971	7.13692662292372	5.46017950073962	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0663265306122449	1	0	0.0663265306122449	1	0
"TP-045"	"nested"	"nested"	"nested"	33	7	65	0.281385281385281	"pollin"	56.6597670696031	26.9535665132855	2.36270262833356	12.5729747790012	44.8317053423691	4.58217477771418	2.58132050849761	31.7819451344041	21.9675035549352	53.3687657212247	35.1863280831458	0.357159763313609	5	0.41563482671175	0.0137064022705363	-4.26625909877463	0.446343195266273	0.394082840236687	0.360719075795999	0.0155187570882332	-0.229355512310214	0.390958579881657	0.333680473372781	37.3484848484849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.4985849382205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.281385281385281	1	0	0.281385281385281	1	0
"TP-046"	"nested"	"nested"	"unstructured"	21	7	50	0.340136054421769	"disp"	50.9802102659246	33.3427561238322	3.49282281082872	5.04962750684385	42.6579026118296	4.97756325043768	1.67196421931216	40.7922077922078	26.710643853501	51.8412136204344	34.0379303236446	0.3248	5	0.357706666666667	0.0151517723428055	-2.17180313445587	0.39328	0.33232	0.335089523809524	0.0164808975892694	-0.624330304450362	0.3696	0.30712	59.2682926829268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.1917293233083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	0.340136054421769	1	0	0.340136054421769	1	0
"TP-047"	"compound"	"nested"	"compound"	25	61	511	0.335081967213115	"disp"	58.8562793311555	34.4009033995282	0.905898796848359	26.9957041743603	49.3987737366273	1.31296281323934	7.20317856618852	35.9622727054377	32.7317191441457	52.0024795139447	47.0180027235488	0.208428276546123	5	0.204741461767132	0.00490511910525028	0.751625944219138	0.21595658717606	0.196752463417342	0.174664509666291	0.00556589359823659	6.06618978316962	0.187042788592262	0.165238337782101	75.226661507261	48.1369125926598	1.64747441249699	16.4431985766278	51.2567797784646	45.2554019939022	63.7135402353946	1.98006251191701	5.81452413879597	67.1367555775639	60.473814379705	53.5420134754794	43.2987636139105	0.470242572106602	21.7829062470482	44.1545278602046	42.5033791262244	48.7568349906888	0.950977287090631	5.03185359918545	50.6828456962807	47.0020362390072	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.335081967213115	1	0	0.335081967213115	1	0
"TP-048"	"nested"	"nested"	"nested"	18	28	129	0.255952380952381	"disp"	61.5233312408454	26.5244344232776	1.75799085787167	19.90846349448	42.7754151296382	3.38076526175222	5.54546520082565	31.1285371878592	23.7546707320719	49.950612632816	37.4125992233337	0.288384111531759	4	0.322100034052441	0.0118991879659696	-2.83346415041979	0.34811609879214	0.301712637461691	0.287937709787358	0.0109521626453666	0.0407592325694478	0.310125593413858	0.268986238807764	71.9542291802566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.5677179962894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.255952380952381	1	0	0.255952380952381	1	0
"TP-053"	"nested"	"nested"	"nested"	11	6	36	0.545454545454545	"disp"	82.1768707482993	50.915856818918	7.11762998557863	4.39205381464346	62.8985746679624	6.3967634783566	3.01375783950194	63.4299319727891	34.6285714285714	74.1278911564626	51.352380952381	0.202932098765432	4	0.22716784244562	0.0188390079193249	-1.28646602750919	0.268055555555555	0.197530864197531	0.218077601410935	0.0161219763854325	-0.939432131856228	0.261111111111111	0.19320987654321	84.6153846153846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.6207184628237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.545454545454545	1	0	0.545454545454545	1	0
"TP-056"	"compound"	"compound"	"compound"	207	110	1121	0.0492314448836188	"disp"	16.8095606815512	5.24180961363777	0.106194202596034	108.930156120834	13.5896540497884	0.545232872775585	5.90556217817806	5.43433013067756	5.06397523841405	14.6150293345554	12.7124237930384	0.363919369175444	13	0.348399734272708	0.00424708349727294	3.65418643469131	0.356826969675508	0.342264974642717	0.303871397752307	0.00507355954282576	11.8354719041482	0.315415779049068	0.293767909848556	43.4826181036454	15.3700472759253	0.424610922626336	66.2078371744091	16.3432686049789	14.6184531118645	33.3670935922908	1.21586789206804	8.31959177254798	35.69707616729	30.8221718813691	13.192386269359	5.57923991539228	0.0855353973196536	89.0057986814003	5.76404819143341	5.42319564515019	10.4378006936544	0.326604401957389	8.43401239908552	11.0700312635841	9.86749091229983	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0492314448836188	1	0	0.0492314448836188	1	0
"TP-071"	"compound"	"compound"	"pure modular"	678	91	1205	0.0195306168757496	"pollin"	7.69164653637525	1.85146088629545	0.0335841698911811	173.896977921535	7.37852138971408	0.397786481664444	0.787168898628653	1.91090292711205	1.7850801888534	8.12780875815266	6.66058073913953	0.573166439971766	25	0.565455710866842	0.00194508026237673	3.96422155633961	0.569468294278679	0.562340042354641	0.557363806375502	0.00227473624847371	6.94701797048647	0.561542810902028	0.553491158898783	14.3139912352283	12.4418585026573	0.197382243723874	9.48480824440321	12.7461509555998	12.0268351452655	16.6828663289661	0.541994051725353	-4.37066622077661	17.5421400032144	15.5375296836179	7.11809546418705	5.74700761306984	0.0331459152213655	41.3652132385054	5.79994041900337	5.67959171861362	6.63856857293002	0.098089819128791	4.88865098861498	6.84312990941315	6.46148310477215	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0195306168757496	1	0	0.0195306168757496	1	0
"TP-074"	"nested"	"nested"	"nested"	275	96	923	0.0349621212121212	"pollin"	14.7437257852211	3.70323872265747	0.100786735049094	109.543057002349	11.4445257844261	0.498296980976565	6.62095121332905	3.89264205551178	3.52232479449835	12.3824490506262	10.5805363152576	0.377892993430194	6	0.419913664837594	0.00535788711991341	-7.84276907425392	0.430752562713558	0.411204689592676	0.374607374222826	0.0045947504988472	0.715081092693097	0.384770561866057	0.366077220050021	26.2906040018168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.153652919754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.0349621212121212	1	0	0.0349621212121212	1	0
"TP-079"	"nested"	"nested"	"unstructured"	90	14	164	0.13015873015873	"pollin"	30.0061587085513	12.3935192375968	0.610940350221727	28.8287382959113	25.233195417349	2.43637581423572	1.95904230509674	13.5932830162117	11.167815853851	30.6312441907724	21.6211704351963	0.487879238548483	7	0.514200376759865	0.00903727827283941	-2.91250721917984	0.533231707317073	0.500988994646044	0.474848800317272	0.00881473569691664	1.47825626079406	0.492526769779893	0.460224568709102	40.1738686445233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.1997440657877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	FALSE	FALSE	NA	NA	0.13015873015873	1	0	0.13015873015873	1	0
"TP-080"	"nested"	"nested"	"nested"	72	23	125	0.0754830917874396	"pollin"	22.8815233656814	6.82177764108294	0.522005197398583	30.765490084452	18.3530877627887	2.03990823649988	2.21992123070335	7.81648838484011	5.65240129515672	22.2232173424891	15.0857221967938	0.573248	12	0.603698590476191	0.0117159596341053	-2.59906925486057	0.6283008	0.5829504	0.553534780952381	0.012669224190003	1.55599259686116	0.5775872	0.5303296	37.1495327102804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3167573012176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	NA	NA	TRUE	FALSE	NA	NA	0.0754830917874396	1	0	0.0754830917874396	1	0
