"topology"	"rows"	"cols"	"nint"	"Wint"	"WB_inconsistencies"	"net_non_interger"	"connectance"	"interaction_type"	"WNODA"	"equi_null_mean"	"equi_null_sd"	"equi_z"	"prop_null_mean"	"prop_null_sd"	"prop_z"	"equi_ci_up"	"equi_ci_down"	"prop_ci_up"	"prop_ci_down"	"prop_ci_up2"	"prop_ci_down2"	"modularity"	"nmod"	"equi_null_mean"	"equi_null_sd"	"equi_z"	"equi_null_ci_up"	"equi_null_ci_down"	"prop_null_mean"	"prop_null_sd"	"prop_z"	"prop_null_ci_up"	"prop_null_ci_down"	"WNODA_SM"	"equi_null_SM_mean"	"equi_null_SM_sd"	"equi_SM_z"	"equi_SM_ci_up"	"equi_SM_ci_down"	"prop_null_SM_mean"	"prop_null_SM_sd"	"prop_SM_z"	"prop_SM_ci_up"	"prop_SM_ci_down"	"WNODA_DM"	"equi_null_DM_mean"	"equi_null_DM_sd"	"equi_DM_z"	"equi_DM_ci_up"	"equi_DM_ci_down"	"prop_null_DM_mean"	"prop_null_DM_sd"	"prop_DM_z"	"prop_DM_ci_up"	"prop_DM_ci_down"	"prop_SM_ci_up2"	"prop_SM_ci_down2"	"prop_DM_ci_up2"	"prop_DM_ci_down2"	"wnoda_equi_sig"	"wmod_equi_sig"	"wnoda_equi_SM_sig"	"wnoda_equi_DM_sig"	"wnoda_prop_equal"	"wmod_prop_sig"	"wnoda_prop_SM_equal"	"wnoda_prop_DM_equal"
"TP-079"	"compound"	90	14	164	5285	""	FALSE	0.13015873015873	"pollin"	31.4478041601347	48.803865677986	0.801392710133147	-21.6573738423047	54.7403676298064	1.80195884670458	-12.9262460750805	50.3090984314019	47.2460822739646	58.2263495551358	51.4070876237827	59.2166611182676	51.8134916010009	0.525961750692995	5	0.0768470211419384	0.00255266776969928	175.939358377203	0.082142082919743	0.072324955314348	0.0421083739315647	0.00346578341064317	139.608659697416	0.0498382222763233	0.0368931760064229	67.5553843391255	37.2491500849596	2.51603978686684	12.0452126442346	42.4326260920458	33.8487125077051	57.0779616108654	4.37367861257551	2.39556301602376	66.0993000690071	50.4371154567557	15.2766114818804	25.953365172394	2.96586225370638	-3.59988184790815	29.1741427353859	19.6348769543417	24.0781523361379	1.28225481404397	-6.86411215450943	26.1859022804162	21.5975538315341	70.8328130699835	51.3738679784595	26.8314382819767	21.8051287020842	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-081"	"compound"	29	43	114	1002	" R C connec"	FALSE	0.0914194065757819	"pollin"	14.4652406417112	16.1091156294811	0.59941169692896	-2.74248066260988	46.7374290378064	2.59660473722323	-12.4286103053969	17.1911519610907	15.0545674461288	51.6651842075155	41.6962287607027	53.5044797157409	42.1557238457652	0.627708654547193	6	0.166168214848698	0.00488621674991847	94.4576271010073	0.176731566806507	0.15731371588161	0.122797442848359	0.00670510813460354	75.3024711254247	0.136450253186242	0.111439994262971	47.9338842975207	32.1308986679449	3.46787731279297	4.55696214259906	38.9894630301063	26.4663830446437	59.706566260036	6.83815190795124	-1.72161749563158	72.3180302113788	47.0735005352774	6.87441424554827	15.0146392132936	2.94183885243658	-2.76705332142963	18.4867458283618	9.11133191345717	16.2064233239314	1.5114567487153	-6.17418201765619	18.6803554502039	12.768518884871	76.3792252652356	50.3559428971782	18.7677683345138	13.3359946597883	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-084"	"pure modular"	102	12	167	550	""	FALSE	0.136437908496732	"pollin"	22.5828532117644	8.37433535753582	0.571898812623318	24.8444611889533	24.8881720834171	1.66211085815829	-1.38698261932247	9.35556288567652	7.42119908425818	28.2753895666616	22.0039750775595	29.4565699784108	22.7446636163877	0.568813223140497	7	0.265590523415978	0.00900335063804574	33.6788726680466	0.280545454545454	0.250553388429752	0.192494828807556	0.0116480898094774	32.3073053597812	0.21062479338843	0.17016	54.3263894817724	39.8911913017103	8.41291769215218	1.71583732401515	54.5283724088876	27.1340834313629	48.7785213310176	6.15077853229992	0.901978200258873	60.7758451855154	39.1947173338492	11.1885856993728	17.1698867306995	1.58962079413425	-3.76272193556971	20.2209885707288	14.0590435907398	16.9168775233382	1.40097146768553	-4.08879977650704	19.6086989113954	14.2598319409498	61.3933032581454	39.8824367650964	20.0761414790914	14.5357844194661	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-085"	"compound"	79	25	299	2183	""	FALSE	0.151392405063291	"pollin"	29.7398846550999	23.039734988894	0.555948321118166	12.0517490775582	51.9367865074379	2.77307203390524	-8.00444473888361	24.2708572419512	22.0370294846196	57.1061967805696	46.9410916791408	57.2152059111676	47.3679790931468	0.303994616292263	7	0.128620490642898	0.00385492317123921	45.4935462677427	0.135823668882669	0.121864975451627	0.0850450014778377	0.00449223591324936	48.7395628908663	0.0934270963588418	0.0772717763066918	56.7974942136278	26.086425462165	2.49922724746287	12.2882258036517	30.8657733192444	22.5225549579592	50.9456138672777	4.77315220846496	1.22599910725077	60.6410173033592	42.8034497825215	21.9738254213237	32.92093040506	3.64941229604592	-2.9996898392646	37.2383241466923	25.1073571759261	34.1613762231877	1.59711333322334	-7.63098682375079	37.1817698063748	30.7677216206575	64.6872605567027	44.1992858883632	38.6310633430387	31.691793932003	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-086"	"compound"	43	31	145	772	" R"	FALSE	0.108777194298575	"pollin"	17.8141867067306	10.598802888671	0.544088590591924	13.261413569084	40.1517883544493	2.71292609160689	-8.2337671183987	11.7227412043243	9.57278727313979	46.2156566083076	35.3313731478863	47.6806184395608	35.8841396419968	0.477890346049559	9	0.193464381913736	0.00665302970459536	42.7513443896643	0.206771658299552	0.181344801202717	0.145301823379087	0.00846703501284023	39.2804000652061	0.161612056699509	0.131080028994067	48.1281661600811	24.3598622267884	2.83102641782657	8.39564893623988	30.1960340018068	20.2845444558527	46.5021486528725	4.36423037761404	0.372578293654965	55.320859481761	39.7953310687431	12.9845018446713	19.7217564047265	3.00004231702773	-2.2457198426221	23.039672820838	13.0635274089923	20.8127682044827	1.7215933698536	-4.54710531353698	24.2559282735894	17.9227045379864	57.4246656509226	40.326399622262	26.0597624263436	18.2720174251436	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-091"	"compound"	26	17	63	149	""	FALSE	0.142533936651584	"pollin"	15.7865922941845	5.16302604986531	0.950582469131394	11.1758491128356	30.8082500375539	4.42470474457168	-3.39495143982167	6.87807733360879	3.64204462686024	39.6423974461355	22.6655067794125	42.4419913419913	24.1929504187569	0.506553758839692	7	0.329819978079066	0.0171698805247935	10.2932446446218	0.366857348768073	0.297283906130355	0.224384572981483	0.0230161937507506	12.2595937848762	0.268573487680735	0.188730237376695	53.8617886178862	25.1787909191244	3.04052894307382	9.43355522534995	30.5937984779448	17.521339527681	37.7571259769798	4.74022392031006	3.39744765472027	47.6268493150685	29.5463586097732	7.54868702098254	8.02769356744562	1.69582951561069	-0.282461498666977	11.12250144444	5.05628847845207	10.6415848697242	1.71793184546428	-1.80036120577633	14.2761594486296	7.42761126590858	50.3333333333333	30.5217029901391	15.2519347385419	7.9219841272482	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-096"	"compound"	20	15	74	1773	""	FALSE	0.246666666666667	"paras"	34.3567630442007	50.3670583092528	1.39468015270755	-11.479546212779	76.0498522271544	2.71690584138278	-15.3457983518979	52.8032454016397	47.6737351854212	81.0010023210422	69.7701881745793	82.11273448216	71.7072816460154	0.548665846569254	4	0.080330479049562	0.00462170665222148	101.333858412364	0.0897261008249009	0.0725508815092846	0.0530300363517744	0.00509298412184571	97.3173680419524	0.0638474784231353	0.0426987630780565	57.1346346346346	44.6946639013202	1.89621393420001	6.56042575626501	47.8229384545174	41.3895726465386	69.908172503375	5.20296544562428	-2.45504952939538	80.4729021058206	60.5228215228215	20.6157644217107	31.4848807474642	3.74003538586824	-2.90615333930329	35.0540439728083	22.3991202641677	37.5922023248392	2.29412743566279	-7.39995417831872	41.4261536281617	32.6124925798839	84.138431013431	62.2512013603345	43.9611150784424	33.2751029492869	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-097"	"compound"	29	7	78	3585.3	""	TRUE	0.38423645320197	"paras"	30.5207984833278	60.4497168325458	1.81860141136142	-16.4571071826086	97.1405464952917	0.280908172058288	-237.158454749905	64.4083478501632	57.7282218709983	97.6661629038274	96.5832189291771	97.7446037770676	96.6957003264845	0.376225653904919	5	0.0166791744267676	0.0012363056396382	290.823294782811	0.019197368139242	0.0145823373058007	0.0148374947027754	0.00121161616301129	298.269509960949	0.0173624271172231	0.0126022538056921	64.1743970315399	58.6131862507654	2.59876197307566	2.13994618914356	63.1427163969036	54.0433241635212	93.5475028763558	0.97051913215612	-30.2653547690092	95.3359989763931	91.6868445183716	23.1170068027211	59.4058236654267	0.299763906729058	-121.057992800665	60.016912033779	58.7989078114004	71.6210675940509	0.393191568480295	-123.359870047063	72.2879127375088	70.712687882816	95.4378478664193	91.9783293881816	72.5867839549613	71.0243111006855	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-098"	"compound"	26	19	107	2098	""	FALSE	0.216599190283401	"paras"	24.8742901363869	47.8215249656096	1.06293910886982	-21.5884754241676	66.6022391825817	2.66193354824301	-15.6758041814143	49.8243764676433	45.6991000272667	71.198200717945	61.6797639644877	72.4968295232766	62.1855160294268	0.448840468156608	7	0.0861811133698836	0.00411292585701931	88.1755148023865	0.0955029575581992	0.0784288636597022	0.0595485191307532	0.00473863830105189	82.1527038557552	0.0696974103076969	0.0518072957040206	47.2987012987013	36.3075111636537	1.83154006808458	6.00106452846655	39.4429291962767	33.1859676067397	65.1775574032459	4.63286787372035	-3.85913360619699	75.2688325563326	56.715217999235	20.5619033744034	38.6982833348558	2.60914271430486	-6.95108775040094	41.9579792082174	32.6315174503099	35.9186062992118	1.70847372756131	-8.98855081999344	39.19264304452	32.5522127209769	78.0620540038348	57.839678107485	40.1595524459878	32.7962230470008	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-099"	"pure modular"	17	29	94	54.810420994	" C connec"	TRUE	0.190669371196755	"paras"	10.4142450897389	25.4477274447571	0.915279555321741	-16.4250171082797	50.4831358326785	3.27001909045944	-12.253411871461	27.257312925009	23.66107703437	56.8769743405896	43.7331414557931	58.3605163993095	45.1723066496979	0.735964321585099	7	0.166505845855508	0.00890939779040775	63.9166068376355	0.188143718042367	0.149560582542001	0.121700238486556	0.0101982815038554	60.2321168391285	0.141501552227904	0.104791362308254	29.0144604850487	26.4888613031871	2.78014137769317	0.908442715225241	32.4204157665696	21.8035660697751	41.2418734744984	3.99221732867239	-3.06281246304691	49.0890626467549	34.413964979277	5.29371520444185	9.01872616760696	2.26762997688728	-1.64268906352982	12.5236628258596	4.22837476249241	10.4876242394362	1.75466818042336	-2.9600519875736	13.2750546529494	6.73966534798974	56.4494569757728	34.9605411986336	14.800712828522	6.93000862762086	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-100"	"compound"	10	16	38	329	""	FALSE	0.2375	"paras"	22.3766233766234	39.2963640015588	1.8993040822956	-8.90838954259779	57.0142989627355	3.67830775517843	-9.416742124785	42.8996088086997	35.9005701369338	64.4379986869038	49.5865608465608	65.5201058201058	50.6019721019721	0.375338365314437	5	0.152476242388568	0.0131598552513815	16.9349980428147	0.180598848865033	0.128293345405161	0.118636939351826	0.015012784007289	17.0988556045287	0.143590691142913	0.0894356112748404	62.5555555555556	44.6301516825326	4.16559702194967	4.30320162477769	51.7156806156806	35.8394956894957	67.9147005356	6.07911872546878	-0.881566098979452	79.7193732193732	57.7670274170274	13.4479717813051	31.6946503623752	2.63888570448098	-6.91453917465475	36.2230452674897	25.7023675912565	27.1011834353569	2.14642464800645	-6.36090890343278	31.5929367923992	23.2133360466694	89.0291005291005	58.9865079365079	32.7235048901716	23.7438886216664	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-101"	"compound"	22	19	96	23036	""	FALSE	0.229665071770335	"paras"	16.8882768696202	54.8683218675363	0.984219537040526	-38.5889972394973	83.665210092147	1.77223435590026	-37.6795162559669	56.8223475921826	52.8074936323169	86.6281401507477	79.8328865610068	86.9729057870491	80.4715526736748	0.414084109756592	11	0.024316851325132	0.00126805492136186	307.374114374211	0.0267386347214191	0.0221471090449306	0.0104578798046859	0.00131281147066628	307.451784944458	0.01312445235842	0.00840701905660786	60.0767195767196	38.8793695964097	2.48899807631904	8.51641878793993	43.1947020299962	34.005930634362	77.1068842570997	3.48872310326832	-4.88148935191385	84.5300625300625	71.1345467168997	11.4443555199858	27.8848296027933	2.43001734266487	-6.7655789093168	30.401066455194	22.0559487198143	21.6345356049794	1.86432182391365	-5.46589111079655	24.7810360580998	17.3902266423275	86.6149097815765	71.8058608058608	26.013104062412	18.0654490234322	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-102"	"compound"	17	9	41	2256	""	FALSE	0.26797385620915	"paras"	33.4101073345259	55.2521008403361	2.07014499156865	-10.5509486508283	82.5778872503015	2.09820239969413	-23.4332874287739	59.000607995136	51.2570299437605	86.432243647214	78.9006172236336	87.5320792012865	79.2948049567573	0.622181078982445	6	0.0572459425995387	0.00490536612232393	115.166762744157	0.0657424173834314	0.0485950389190685	0.0375025842003971	0.00536087780772657	109.063947314628	0.0500719122529048	0.0276649973592878	71.4285714285714	52.7397840254983	4.22092796340582	4.42764898266431	60.8761904761905	44.4723181580324	77.1741730443611	5.45247670384834	-1.05375995677973	87.7333333333333	68.0557823129252	23.6973610331275	13.8486662026808	0.667723042846793	14.7496704448859	15.2683350712548	12.6730301328841	25.7778650136098	1.90265488235809	-1.09347417641175	28.6852466268525	21.264395782644	90.4761904761905	69.8585034013605	29.5046923879041	22.2506082725061	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
"TP-103"	"compound"	18	9	45	823	" C connec"	FALSE	0.277777777777778	"paras"	38.9329805996473	51.5012751132199	2.23298428377592	-5.62847423731974	78.1995824850254	3.23493268836948	-12.1383056984626	55.2523602033406	47.2165038855048	84.0120596150497	70.2486371653038	85.263017234093	72.2672803617571	0.488284127801999	5	0.0969670573679851	0.00695682569160012	56.2493711616926	0.110452970417626	0.0837014213181482	0.0708433947376913	0.0102672149523483	40.6576403632059	0.090845659937785	0.0547172791951917	78.0333333333333	36.6758700558701	5.83721055798483	7.08514158717294	50.2942857142857	27.7780230880231	74.3778543267863	5.5863712007245	0.654356625294245	85.8265306122449	65.5338095238095	24.8681055155875	22.43981283267	0.985965683973756	2.46285719917833	24.5024705510317	20.8628811236725	36.3985468468945	2.46181981934865	-4.68370643565529	40.3713600548133	31.2512483519678	87.991452991453	66.4676190476191	41.7087758364737	32.0955806783145	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"TP-104"	"compound"	40	10	91	2266.7	""	TRUE	0.2275	"paras"	19.612987012987	57.5293795093795	1.32274323477751	-28.6649679994547	93.0615660233705	0.325728603971587	-225.49011083101	60.2890909090909	55.0254545454546	93.695049490839	92.3285857180594	93.8744884744885	92.4632394506079	0.521640841549288	8	0.0251685467612242	0.0013859815412445	358.209889535954	0.0278365923433401	0.0227546014168367	0.0211180810194959	0.00133602032692424	374.637084812988	0.0232075060890927	0.017886052136467	73.4385113268608	58.6227563945507	2.2144951189999	6.69035339260586	62.9227924179381	54.8687008784096	89.420996402408	1.24152648174673	-12.8732534589685	91.626908316307	87.1453421174295	11.9342764806754	32.2019737994554	0.263699529525556	-76.859057561632	32.6982715460901	31.6920239661896	35.5231797542694	0.67000401274168	-35.2071074575619	36.5151915532346	33.7260766867786	92.5809589677817	87.3999429555725	36.7747641721911	33.9667290443042	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-105"	"compound"	22	15	100	5224	""	FALSE	0.303030303030303	"paras"	39.7932771593486	53.3366402116402	1.17874594286202	-11.4896370454588	80.304092146772	2.19379406418436	-18.4660974559091	55.3501082251082	51.2386363636364	84.4955328625234	76.4758280791563	86.6938176925646	76.7805166485138	0.306604618453175	5	0.0480595138146486	0.0025541386191719	101.2259486223	0.0527432435760033	0.043257515085282	0.027413061964653	0.00319866749471618	87.2837070279151	0.0349049049738631	0.0217236781470372	51.9365079365079	42.5458582629762	2.72220872235306	3.44964351793516	47.9015190323461	37.6559138107457	77.4038618334346	3.65545171528292	-6.96695124995123	84.7022938599862	71.3045428660975	36.5976901127277	40.84055013827	0.860472772485467	-4.93084750757061	42.0004256395234	38.6858468009304	50.0400362665965	2.18099218718818	-6.16340866915218	54.1583695504818	45.9562669885187	85.4334313029965	71.8820100534386	56.1720180285649	47.1506554057998	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-106"	"compound"	37	22	106	7555	""	FALSE	0.13022113022113	"paras"	14.9900421639552	50.7877298871088	0.658980707030352	-54.3228160418735	71.8663100242943	2.00906630992617	-28.3098012142911	52.16332042419	49.6338874599744	75.5349986976799	67.9112668696191	75.9574450127039	68.7537434622682	0.555094889845961	7	0.0517775920809821	0.00172792179298065	291.284767522239	0.0549009150193967	0.0481987910408603	0.0294684049138167	0.00216652656817637	242.612526729631	0.0339119337082879	0.0256225613973153	60.0402715198634	27.4577904485623	5.98317317632734	5.44568577760961	41.4949924025554	21.1551378343253	73.3825858132129	5.26478502577128	-2.53425623801135	83.7946953543968	64.6110851033136	6.16019721019721	13.2353323510112	2.07161104698995	-3.4152816239777	15.7553826703899	8.73812313612313	14.6847064046934	2.17873967106777	-3.91258731260835	17.7756764327291	9.8911844729993	86.969486312552	66.5323311370572	18.2168188926084	10.3720481784011	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-107"	"pure modular"	25	8	68	41377	""	FALSE	0.34	"paras"	28.812506340304	59.6712979094077	1.60783130715185	-19.192804264875	84.0413549680996	4.17001542182826	-13.2442792270494	63.080487804878	57.0740853658537	90.5344076655052	74.7843350754936	91.5362466124661	76.0854651873586	0.059166001794092	2	0.0149249819979248	0.0011291393142144	39.1811880422814	0.017138184375496	0.0129926852415713	0.000953592439697621	0.000163053404312769	357.014375748521	0.00126970054496385	0.000681786525703328	34.0405525846702	53.7980034420444	2.11150225366973	-9.35705885373138	58.0136324885685	49.9086442060355	75.5496057660215	2.82021772728169	-14.7183860238196	81.7266644159378	70.894182912853	10.5501530209427	13.0910815807183	0.3764423353417	-6.74984804105293	13.7722453841572	12.2238778493692	20.2017524661462	1.79905482154793	-5.36481675244291	23.5820152561634	17.440501939781	83.0593894123306	71.3728108796624	24.7358722939426	17.6341417445606	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-108"	"compound"	29	14	63	10839	""	FALSE	0.155172413793103	"paras"	34.1448692152917	54.7707356029208	1.15389035465757	-17.8750661225087	79.5491674451014	2.24647141753797	-20.2113847856433	57.0393791319345	52.7688297271313	83.8504804003088	74.9914890621432	84.8190179944225	75.6954272919324	0.560249831974879	8	0.0355716360214984	0.00208696899283876	251.406799887188	0.039475664078321	0.0318825228858339	0.0174186216633727	0.00206814552281083	262.472444189392	0.0211112106140891	0.0137103816955513	88.1944444444445	41.253764176296	2.63626872878162	17.8057266149201	46.3030795891153	36.3729321444839	75.6285376605317	7.17864048386009	1.75045773808634	91.3149509803922	64.2569444444445	21.2053200332502	42.3801197059567	2.25534762672034	-9.38870771930547	44.7104461069548	36.4481947446904	32.1973633162694	3.02531265876445	-3.63335777912898	37.0185844911531	24.7377389858687	92.1855921855922	65.3613365800866	38.0181670643018	26.6384113553592	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-109"	"compound"	21	13	80	1804	""	FALSE	0.293040293040293	"paras"	35.4750245896079	51.5695183981525	1.73054291371335	-9.30025697774203	74.9811115194125	2.3234998932816	-17.0028356980073	54.8700396825397	48.1962250712251	78.6287930431377	70.8092472229711	78.8828735101471	70.9774569566236	0.479354206714815	7	0.0777677206250566	0.00510995329379317	78.5890717587471	0.0896351910757567	0.068366920516615	0.0570654794973382	0.0057072729170864	73.9913323495063	0.0687819873058638	0.0480186921401566	69.9090205187766	35.5894287967648	3.328865690274	10.3096955285051	41.4314438948585	28.9888265098942	62.4961608667852	7.50991981583142	0.987075738993186	80.8814979058881	52.2051661369414	29.7592600831467	48.2567340738813	2.70723444471921	-6.83260883696869	51.5467280296751	41.3400327565041	43.7936295769337	2.4061561813201	-5.83269265841556	48.6748174944456	38.7022424269388	85.8807588075881	52.5282636222378	49.7692808567421	39.4336457911119	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-110"	"compound"	22	9	60	5242	""	FALSE	0.303030303030303	"paras"	37.3096129837703	56.6601812669228	1.63987089569912	-11.8000559275143	87.1419499670853	1.49904601701789	-33.2426999689098	59.7601482994741	53.7233760829266	89.473199880338	83.9334814166275	89.8067621101329	84.573014828798	0.561824591707194	6	0.0413969823376297	0.00312772545670333	166.391717103618	0.0475953619701524	0.0361751509285565	0.0314013764814396	0.00334357750959397	158.639425496724	0.0380258080444087	0.0260795141987769	80.9661835748792	41.6052582115005	3.83254537731283	10.2701785597582	49.4602250025591	33.8323657965602	71.284479793303	5.49429195074985	1.76213857369827	82.320116276638	62.3235903056875	22.0959595959596	23.2815989788976	0.705687554547699	-1.68011944563473	24.6188711021599	21.8884617066435	26.6929676089083	1.31259289916889	-3.50223440631095	28.9791471523928	23.3688550506732	83.6208879687141	62.6691396365309	29.3960260872026	24.1608873730086	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-111"	"compound"	12	8	39	6183	""	FALSE	0.40625	"paras"	61.5687267814927	58.6875211077339	2.46124649227395	1.17062865617207	90.4437968420832	2.66581466814967	-10.831611966721	62.6684397163121	54.2109929078014	95.5408667946462	84.8611955420466	96.5613026819923	86.2038094305212	0.303397829879442	3	0.0286107196064324	0.0027711705331806	99.1592206191742	0.0341551256413603	0.0233944115758387	0.0112838442595976	0.00236646067227193	123.43918876091	0.0162448574711527	0.00768260857475755	76.3095238095238	51.3007504589137	3.2213429398472	7.76346195285757	57.3647186147186	44.7299010513296	84.6435017378895	3.87165096161657	-2.15256437395532	92.3477891156463	78.5697278911565	49.6626984126984	42.8792279149422	1.69340894254164	4.00580765067587	44.3910256410256	38.2348901098901	54.3641155815928	2.66449800690333	-1.76446638605609	59.4447496947497	48.9200244200244	95.006435006435	79.0202191987906	60.9592490842491	49.8519536019536	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
"TP-112"	"compound"	19	17	75	986	""	FALSE	0.232198142414861	"paras"	23.0530996329042	44.8734974430413	1.32532982230401	-16.4641264709516	65.8503416688639	2.84592715105837	-15.0380665998579	47.895409909778	42.6813906372881	71.4504168507499	60.3629327603269	73.0198108984754	61.2287934102492	0.420906895317405	8	0.111514815060808	0.00669600268280502	46.205489291559	0.124008121819057	0.0997613649922444	0.0885683741216988	0.00702674234473305	47.2962441044695	0.102528708202873	0.076085686425371	55.390625	34.9356765919266	3.35726765724793	6.09273686115365	41.3833596958597	28.5011863136863	63.8131179689442	5.12368845964622	-1.64383393629006	74.8017495004995	55.5508068320568	19.2901875901876	34.2773081944511	2.84305764837135	-5.27147967360031	38.1604298731572	28.058115621752	30.5997658789136	1.91274618142124	-5.91274388550734	33.4147523183887	26.1342962088417	82.3709029066172	56.5615443584194	34.5339700703337	26.7908483435756	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-113"	"pure modular"	51	14	114	1360.7	""	TRUE	0.159663865546218	"paras"	13.7119273371534	54.3182397409916	0.953940534423553	-42.5669220863706	87.7344662869208	0.42420077458782	-174.498830233614	56.0427919337574	52.5536334592402	88.6422580900159	86.9148347857199	88.9439893173896	87.1117080425497	0.621807365965394	7	0.0383239394682753	0.00168753730972319	345.760311867018	0.0418272925711349	0.0353614006088638	0.0334237557829319	0.00174770246931281	336.661199782943	0.0369551726012827	0.0303685409912238	47.0115044509508	56.3325334597237	1.77446290309428	-5.25287341455213	59.8070853229224	53.2158846683733	85.4107832969495	1.2245279990325	-31.3584326992425	87.6122058011511	83.5700556947562	7.28467271518903	25.6260328007181	0.523933376678982	-35.0070465099745	26.3799579362898	24.3193510410857	30.6639803877507	0.951463398442448	-24.5719464467406	31.862614505757	27.8767862355824	88.9769626305351	83.7025937968004	31.9263299395047	28.7516027785209	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-114"	"compound"	21	10	46	18666	" C connec"	FALSE	0.219047619047619	"paras"	39.7807943690297	57.7138588768841	1.66030187201741	-10.8010867241053	89.6564672008424	2.33279806808331	-21.3801929597756	61.3142857142857	55.0435107376284	93.9936868686869	85.365671161627	94.7193186217577	86.2775369694533	0.33038257186689	6	0.0220034282324787	0.00163060305026752	189.119690156239	0.0249552444754278	0.0188546041313479	0.00809505802771164	0.00138933690611	231.972182140868	0.0109060101092603	0.00574858260826209	81.3063063063063	52.1965621083268	2.879250702586	10.1101804618245	58.285607035607	47.2592235092235	85.930876941081	3.40542611932779	-1.3580005769403	92.6293436293436	79.6795366795367	22.8035132455022	41.9363324826554	0.546495734679263	-35.01000652527	42.9406296588617	40.9099359817592	32.2716552518561	1.70879515042057	-5.54082916493742	35.166914279524	28.4906867610597	93.1708494208494	80.3714071214071	36.310223196801	29.6083267561168	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
"TP-115"	"pure modular"	44	21	139	12212	""	FALSE	0.1504329004329	"paras"	15.3252360612131	52.0195020967389	0.755839441333588	-48.5476994568888	77.0333208975898	1.93407779389861	-31.9056891253526	53.432421096781	50.64221677976	80.4951841695432	72.3839134723269	81.5767070873304	73.4812470487934	0.613638472797801	10	0.0425115920476329	0.00162601803619558	351.24264801296	0.0460749168875792	0.0398701657763827	0.0233097127467308	0.00204846337308036	288.181262017572	0.0272303871369964	0.0193262690502509	41.1486772486772	37.6353977423437	2.80315346566335	1.2533311320157	44.2274854457847	33.7041631233149	72.7946743882024	4.03946366970901	-7.83420763920495	80.4662635560896	65.8027513764611	11.4748223652692	28.4088190950038	2.45001367780485	-6.91179681286801	31.2949435291037	22.9097429007147	26.1504810444734	1.73122863756717	-8.47701936113268	29.2174271352675	22.7682506762393	82.5158952158952	67.3265466844777	29.3080291535076	22.9807294955182	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"TP-116"	"pure modular"	31	18	112	260795	""	FALSE	0.200716845878136	"paras"	29.3859713641267	56.2470925431569	0.84274194404411	-31.8734831805455	89.0912474894574	1.96162720049034	-30.4366069711954	57.8892484717727	54.5449536602058	92.7734847355105	84.7229774383805	93.3897243107769	84.8415767831799	0.0523071073582628	3	0.00784700339628539	0.000381753897428801	116.462737542239	0.00866548339000638	0.00718849536254942	0.000753495378021275	0.000143099468396871	360.264175386474	0.00113659777399443	0.000537813629201612	29.8731856378915	46.1115937768638	1.18495217217959	-13.7038511091157	48.3281888814618	43.5333792784128	80.7560352004241	3.34148554630597	-15.2276132448886	88.1728733329756	75.7328608933669	29.0437134032175	82.5402587590765	1.85735059176687	-28.8026103380776	83.7198969163777	77.9254838118887	61.6152821705044	2.41611926095969	-13.4809441295333	66.5291103472969	57.3678572723508	89.703081232493	76.1686521453886	68.1428232771208	57.6084484537407	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
