301	764	20	0	0	0	0	138	52	163	6	0
0	1482	0	0	0	0	0	303	0	0	0	0
28	3242	0	0	0	0	0	209	0	0	0	0
19	15	1	0	0	0	0	0	0	15	0	0
147	0	16	17	36	3	1	0	0	0	14	0
175	0	17	3	1	0	0	0	0	0	0	0
95	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	29	0
2	0	0	0	0	0	1	0	0	0	0	0
4	0	0	0	0	0	1	0	0	1	0	0
4	0	0	0	0	0	0	0	0	2	0	0
35	20	0	0	0	0	0	0	0	0	0	0
1	2	0	2	0	0	0	0	9	24	0	0
10	0	0	0	2	0	0	0	0	0	0	0
