90,110,13,51,2,0,0,6,1,0,1,0,0,0,0,2,1,0,0,1,1
72,17,4,0,10,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
0,3,32,28,13,0,0,3,3,0,4,4,0,0,3,0,0,0,1,0,0
0,0,1,10,0,25,16,0,3,8,1,0,2,3,0,0,1,0,0,0,0
0,21,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,27,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
